Date,Open,High,Low,Close,Adj Close,Volume
01/01/2011,23135.64063,24434.40039,23057.51953,23447.33984,23447.33984,29144694200
01/02/2011,23451.61914,23981.74023,22446.66992,23338.01953,23338.01953,29113771100
01/03/2011,23317.96094,23934.07031,22123.25977,23527.51953,23527.51953,41521313700
01/04/2011,23664.48047,24468.64063,23468.19922,23720.81055,23720.81055,27687155400
01/05/2011,23794.85938,23924.48047,22519.66016,23684.13086,23684.13086,24935123900
01/06/2011,23686.76953,23706,21508.76953,22398.09961,22398.09961,34974818600
01/07/2011,22813.25,22835.0293,21611.16016,22440.25,22440.25,38694993300
01/08/2011,22739.55078,22808.33008,18868.10938,20534.84961,20534.84961,56729214400
01/09/2011,20790.2207,20975.30078,16999.53906,17592.41016,17592.41016,45434530100
01/10/2011,17179.19922,20272.38086,16170.34961,19864.86914,19864.86914,44230263000
01/11/2011,19461.08008,20173.14063,17613.19922,17989.34961,17989.34961,43161858200
01/12/2011,19033.96094,19242.80078,17821.51953,18434.39063,18434.39063,29663289300
01/01/2012,18770.64063,20590.80078,18302.83984,20390.49023,20390.49023,32840360700
01/02/2012,20394.66992,21760.33984,20269.50977,21680.08008,21680.08008,34569578200
01/03/2012,21578.18945,21641.14063,20374.0293,20555.58008,20555.58008,36002725500
01/04/2012,20662.9707,21105.57031,20035.67969,21094.21094,21094.21094,27752732600
01/05/2012,21245.48047,21385.30078,18378.14063,18629.51953,18629.51953,44756588000
01/06/2012,18498.91016,19578.82031,18056.40039,19441.46094,19441.46094,32618072800
01/07/2012,19765.41016,19869.10938,18710.58984,19796.81055,19796.81055,29677791200
01/08/2012,19646.96094,20300.0293,19450.76953,19482.57031,19482.57031,28688847200
01/09/2012,19414.61914,20895.60938,19076.78906,20840.38086,20840.38086,33308504500
01/10/2012,20951.38086,21847.69922,20767.35938,21641.82031,21641.82031,31925165400
01/11/2012,21573.92969,22149.69922,21098.41016,22030.39063,22030.39063,29884962700
01/12/2012,22070.43945,22718.83008,21687.88086,22656.91992,22656.91992,29324098700
01/01/2013,22860.25,23916.16016,22860.25,23729.5293,23729.5293,36737630400
01/02/2013,23763.33984,23944.74023,22445.33984,23020.26953,23020.26953,29040943000
01/03/2013,22957.08984,23262.01953,21975.90039,22299.63086,22299.63086,36448798500
