Date,Open,High,Low,Close,Adj Close,Volume
01/01/2011,12747.32031,13300.45996,12368.17969,12560.66016,12560.66016,0
01/02/2011,12541.74023,12760.54981,11929.7002,12504.53027,12504.53027,0
01/03/2011,12513.90039,13338.87988,12240.86035,13315.83984,13315.83984,0
01/04/2011,13409.91016,13770.73047,13181.98047,13208.70996,13208.70996,0
01/05/2011,13206.87988,13308.98047,12525.29981,13268.38965,13268.38965,0
01/06/2011,13273.95996,13317.51953,11948.75977,12576.67969,12576.67969,0
01/07/2011,12856.36035,12902.96973,12023.40039,12373.63965,12373.63965,0
01/08/2011,12564.37012,12639.66016,10000.87012,10943.29004,10943.29004,0
01/09/2011,11107.69043,11190.7002,8574.870117,8917.360352,8917.360352,0
01/10/2011,8655.139648,10948.75977,8058.580078,10512.99023,10512.99023,0
01/11/2011,10230.50977,11065.36035,9372.480469,9508.94043,9508.94043,0
01/12/2011,10180.33984,10509.5,9546.259766,9936.480469,9936.480469,0
01/01/2012,10136.88965,11476.19043,9782.709961,11299.04981,11299.04981,0
01/02/2012,11309.76953,11879.62988,11224.16016,11826.75977,11826.75977,0
01/03/2012,11766.76953,11829.91016,10451.29981,10640.16016,10640.16016,0
01/04/2012,10699.36035,11110.49023,10421.15039,11081,11081,0
01/05/2012,11141,11223.37988,9376.740234,9686.030273,9686.030273,0
01/06/2012,9582.639648,9933.709961,9301.490234,9574.839844,9574.839844,0
01/07/2012,9668.290039,9772.530273,9121.269531,9674.269531,9674.269531,0
01/08/2012,9610.169922,10010.84961,9272.389648,9280.25,9280.25,0
01/09/2012,9235.179688,9889.549805,8987.759766,9831.620117,9831.620117,0
01/10/2012,9883.799805,10760.75,9777.519531,10582.04981,10582.04981,0
01/11/2012,10518.84961,10900,10190.92969,10622.66992,10622.66992,0
01/12/2012,10631.67969,11448.16016,10369.08984,11436.16016,11436.16016,0
01/01/2013,11566.50977,12244.15039,11566.50977,12130.58984,12130.58984,0
01/02/2013,12125.08008,12354.21973,11040.48047,11437.16992,11437.16992,0
01/03/2013,11369.67969,11562.24023,10713.21973,10896.21973,10896.21973,0
01/04/2013,10813.79981,10990.91016,10191.55957,10917.96973,10917.96973,0
01/05/2013,10837.12988,11361.87988,10537.05957,10599.20996,10599.20996,0
01/06/2013,10545.84961,10669.29004,8640.849609,9311.44043,9311.44043,0
01/07/2013,9402.049805,9854.620117,8876.780273,9658.540039,9658.540039,2911295500
01/08/2013,9725.360352,10367.94043,9426.900391,9825.209961,9825.209961,37544214600
01/09/2013,9962.200195,10830.45996,9962.200195,10316.12012,10316.12012,40710543000
01/10/2013,10396.62988,10768.58984,10143.78027,10627.01953,10627.01953,33011700600
01/11/2013,10650.50977,11576.16016,10264.98047,11441.26953,11441.26953,40939441900
01/12/2013,11484.94043,11638.26953,10563.71973,10816.13965,10816.13965,30436664200
01/01/2014,10856.37988,10881.61035,9669.620117,9818.360352,9818.360352,36591523300
01/02/2014,9540.849609,10197.08984,9426.709961,9891.419922,9891.419922,33093529300
01/03/2014,9761.870117,10095.70996,9159.759766,10075.09961,10075.09961,41578159400
01/04/2014,10121.00977,10591.04981,9699.459961,9779.719727,9779.719727,37161054500
01/05/2014,9757.089844,10304.59961,9620.419922,10249.69043,10249.69043,29956487200
01/06/2014,10394.25,10570.54004,10144.75,10335.03027,10335.03027,31852892200
01/07/2014,10365.19043,11255.09961,10304.38965,11130.2002,11130.2002,36696321500
01/08/2014,11028.33008,11226.41016,10710.90039,10963.58984,10963.58984,29552842700
01/09/2014,10927.04004,11440.07031,10277.80957,10310.40039,10310.40039,38728838300
01/10/2014,10230.73047,10805.29004,10097.34961,10755.79981,10755.79981,34409734900
01/11/2014,10790.62012,11227.07031,10330.57031,11145.38965,11145.38965,43801334700
01/12/2014,11022.59961,12115,10776.16992,11984.69043,11984.69043,65507090600
01/01/2015,12035.48047,12400.40039,11274.25,11720.09961,11720.09961,47585369400
01/02/2015,11571.37012,12297.08008,11480.00977,12185.84961,12185.84961,27924776600
01/03/2015,12361.70996,12597.37012,11407.05957,12346.08984,12346.08984,42930094500
01/04/2015,12404.28027,14942.37012,12391.83008,14431.11035,14431.11035,75694988100
01/05/2015,14528.53027,14962.74023,13666.61035,14103.80957,14103.80957,44609616900
01/06/2015,14024.87988,14433.71973,12366.71973,12981.23047,12981.23047,53526548200
01/07/2015,12934.78027,12953.66992,10710.59961,11131.67969,11131.67969,57309569600
01/08/2015,11073.51953,11580.04981,9280.669922,9741.410156,9741.410156,46213400700
01/09/2015,9724.019531,10178.20996,9058.540039,9405.5,9405.5,43188708700
01/10/2015,9551.519531,10884.87988,9508.410156,10396.58008,10396.58008,25947095800
01/11/2015,10265.25977,10736.37012,9736.030273,9790.639648,9790.639648,31444095900
01/12/2015,9913.709961,10099.12012,9112.209961,9661.030273,9661.030273,36199001100
01/01/2016,9607.280273,9615.830078,7823.859863,8241.360352,8241.360352,46697467700
01/02/2016,8263.179688,8271.980469,7498.810059,7916.339844,7916.339844,26966767400
01/03/2016,7996.25,9050.910156,7897.080078,9003.25,9003.25,36611946800
01/04/2016,9031.009766,9364.610352,8529.55957,8939.469727,8939.469727,34276336700
01/05/2016,8889.969727,8889.969727,8175.959961,8704.900391,8704.900391,31394983100
01/06/2016,8678.480469,9058.610352,8274.650391,8712.889648,8712.889648,39765096400
01/07/2016,8799.389648,9160.290039,8438.990234,8958.969727,8958.969727,29266038000
01/08/2016,9036.919922,9811.980469,8971.469727,9541.799805,9541.799805,42579527400
01/09/2016,9515.110352,10209.71973,9473.509766,9581.929688,9581.929688,42919932800
01/10/2016,9718.139648,10051.00977,9462.320313,9559.389648,9559.389648,28039134800
01/11/2016,9593.290039,9954.389648,9151.969727,9838.05957,9838.05957,13498987100
01/12/2016,9931.709961,9994.679688,9117.269531,9394.870117,9394.870117,34458715800
01/01/2017,9382.259766,9883.639648,9310.820313,9804.049805,9804.049805,23867816800
01/02/2017,9756.700195,10593.48047,9632.860352,10297.95996,10297.95996,48570424700
01/03/2017,10330.40039,10698.28027,10021.59961,10273.66992,10273.66992,46698932900
01/04/2017,10304.91016,10380.83008,9935.139648,10219.88965,10219.88965,30889934200
01/05/2017,10278.03027,10704.53027,9882.169922,10602.96973,10602.96973,36004367000
01/06/2017,10621.66992,10727.05957,10324.46973,10365.21973,10365.21973,40567573400
01/07/2017,10311.95996,10899.71973,10204.48047,10827.83984,10827.83984,42992141500
01/08/2017,10849.28027,11461.57031,10527.33984,11295.44043,11295.44043,53562856100
01/09/2017,11293.04004,11379.13965,10851.49023,10910.04004,10910.04004,38585195600
01/10/2017,11061.80957,11785.36035,11029.07031,11507.71973,11507.71973,42577506800
01/11/2017,11583.69043,12100.73047,11366.26953,11475.71973,11475.71973,48390401700
01/12/2017,11504.99023,11745.63965,11092.50977,11709.29981,11709.29981,37293828100
01/01/2018,11779.44043,13962.53027,11779.44043,13561.65039,13561.65039,73389009400
01/02/2018,13619.34961,13746.79004,11679.9502,12382.08008,12382.08008,59160535900
01/03/2018,12215.00977,12850.25977,11861.58984,11998.33984,11998.33984,54560015300
01/04/2018,11940.13965,12420.30957,11857.41016,12331.38965,12331.38965,43113039200
01/05/2018,12294.70996,12589.53027,11722.78027,11978.29981,11978.29981,45974881900
01/06/2018,12018.29981,12427.98047,10746.57031,11073,11073,52274036600
01/07/2018,10844.16992,11176.59961,10405.45996,11024.73047,11024.73047,44387860500
01/08/2018,11083.03027,11189.75,10359.62012,10875.58008,10875.58008,44362168200
01/09/2018,10835.99023,11121.61035,10196.70996,11017.87012,11017.87012,37398830500
01/10/2018,10980.76953,10983.78027,9902.620117,10138.62988,10138.62988,45117514800
01/11/2018,10224.66992,10784.01953,10200.88965,10621.74023,10621.74023,35770756400
01/12/2018,10945.66992,10951.83008,9922.419922,10124.75,10124.75,37656430600
01/01/2019,10070.9502,11073.78027,9761.599609,11035.73047,11035.73047,53573535100
01/02/2019,11165.58984,11661.9502,10794.78027,11367.4502,11367.4502,56287950100
