Date,Open,High,Low,Close,Adj Close,Volume
01/01/2011,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000
01/02/2011,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000
01/03/2011,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000
01/04/2011,1329.47998,1364.560059,1294.699951,1363.609985,1363.609985,77364810000
01/05/2011,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000
01/06/2011,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000
01/07/2011,1320.640015,1356.47998,1282.859985,1292.280029,1292.280029,81102170000
01/08/2011,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,1.08419E+11
01/09/2011,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,1.02787E+11
01/10/2011,1131.209961,1292.660034,1074.77002,1253.300049,1253.300049,98063670000
01/11/2011,1251,1277.550049,1158.660034,1246.959961,1246.959961,84275050000
01/12/2011,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000
01/01/2012,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000
01/02/2012,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000
01/03/2012,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000
01/04/2012,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000
01/05/2012,1397.859985,1415.319946,1291.97998,1310.329956,1310.329956,86920490000
01/06/2012,1309.869995,1363.459961,1266.73999,1362.160034,1362.160034,81582440000
01/07/2012,1362.329956,1391.73999,1325.410034,1379.319946,1379.319946,73103810000
01/08/2012,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000
01/09/2012,1406.540039,1474.51001,1396.560059,1440.670044,1440.670044,69784280000
01/10/2012,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000
01/11/2012,1412.199951,1434.27002,1343.349976,1416.180054,1416.180054,71489310000
01/12/2012,1416.339966,1448,1398.109985,1426.189941,1426.189941,66388180000
01/01/2013,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000
01/02/2013,1498.109985,1530.939941,1485.01001,1514.680054,1514.680054,69273480000
01/03/2013,1514.680054,1570.280029,1501.47998,1569.189941,1569.189941,68527110000
01/04/2013,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000
01/05/2013,1597.550049,1687.180054,1581.280029,1630.73999,1630.73999,76447250000
01/06/2013,1631.709961,1654.189941,1560.329956,1606.280029,1606.280029,74946790000
01/07/2013,1609.780029,1698.780029,1604.569946,1685.72998,1685.72998,68106820000
01/08/2013,1689.420044,1709.670044,1627.469971,1632.969971,1632.969971,64802810000
01/09/2013,1635.949951,1729.859985,1633.410034,1681.550049,1681.550049,66174410000
01/10/2013,1682.410034,1775.219971,1646.469971,1756.540039,1756.540039,76647400000
01/11/2013,1758.699951,1813.550049,1746.199951,1805.810059,1805.810059,63628190000
01/12/2013,1806.550049,1849.439941,1767.98999,1848.359985,1848.359985,64958820000
01/01/2014,1845.859985,1850.839966,1770.449951,1782.589966,1782.589966,75871910000
01/02/2014,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000
01/03/2014,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000
01/04/2014,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000
01/05/2014,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000
01/06/2014,1923.869995,1968.170044,1915.97998,1960.22998,1960.22998,63283380000
01/07/2014,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000
01/08/2014,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000
01/09/2014,2004.069946,2019.26001,1964.040039,1972.290039,1972.290039,66706000000
01/10/2014,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000
01/11/2014,2018.209961,2075.76001,2001.01001,2067.560059,2067.560059,63600190000
01/12/2014,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000
01/01/2015,2058.899902,2072.360107,1988.119995,1994.98999,1994.98999,77330040000
01/02/2015,1996.670044,2119.590088,1980.900024,2104.5,2104.5,68775560000
01/03/2015,2105.22998,2117.52002,2039.689941,2067.889893,2067.889893,76675850000
01/04/2015,2067.629883,2125.919922,2048.379883,2085.51001,2085.51001,72060940000
01/05/2015,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000
01/06/2015,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000
01/07/2015,2067,2132.820068,2044.02002,2103.840088,2103.840088,77920590000
01/08/2015,2104.48999,2112.659912,1867.01001,1972.180054,1972.180054,84626790000
01/09/2015,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000
01/10/2015,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000
01/11/2015,2080.76001,2116.47998,2019.390015,2080.409912,2080.409912,75943590000
01/12/2015,2082.929932,2104.27002,1993.26001,2043.939941,2043.939941,83649260000
